axis_id,axis_title,suite_id,suite_title,test_case_id,test_case_name,track,scenario,capability,language,rank_dimension,scoring_tier,case_origin,evidence_id,human_review_required,control_claim_status,expected_model_count,expected_models,source_demo
content_accuracy,内容准确与可懂度,content_accuracy_core,内容准确与基础朗读,core_zh_numbers,中文数字、时间与订单号朗读,core,content_accuracy,basic_tts,zh,baseline,core_common,standard_core,baseline,no,objective_proxy,8,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
content_accuracy,内容准确与可懂度,content_accuracy_core,内容准确与基础朗读,core_en_numbers,英文数字、时间与价格朗读,core,content_accuracy,basic_tts,en,baseline,core_common,standard_core,baseline,no,objective_proxy,9,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
content_accuracy,内容准确与可懂度,content_accuracy_core,内容准确与基础朗读,core_zh_en_codeswitch,中英混读品牌与订单号朗读,core,content_accuracy,basic_tts,zh_en,baseline,core_common,standard_core,baseline,no,objective_proxy,8,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_ja_reading,日语汇率新闻朗读,core,multilingual_reading,basic_tts,ja,omnivoice;voxcpm2;qwen3,core_common,standard_core,omnivoice;voxcpm2;qwen3,no,objective_proxy,8,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_ko_customer,韩语客服确认话术朗读,core,multilingual_reading,basic_tts,ko,omnivoice;voxcpm2;qwen3,core_common,standard_core,omnivoice;voxcpm2;qwen3,no,objective_proxy,8,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_es_question,西语疑问句语调与停顿,core,multilingual_reading,basic_tts,es,omnivoice;voxcpm2;qwen3,core_common,standard_core,omnivoice;voxcpm2;qwen3,no,objective_proxy,8,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_fr_long_sentence,法语长句呼吸与音色稳定,core,multilingual_reading,basic_tts,fr,omnivoice;voxcpm2;qwen3,core_common,standard_core,omnivoice;voxcpm2;qwen3,no,objective_proxy,8,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_de_instruction,德语清晰友好指令朗读,core,multilingual_reading,basic_tts,de,omnivoice;voxcpm2;qwen3,core_common,standard_core,omnivoice;voxcpm2;qwen3,no,objective_proxy,8,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_vi_reading,越南语短视频导购朗读,core,multilingual_reading,basic_tts,vi,omnivoice;voxcpm2,core_common,standard_core,omnivoice;voxcpm2,no,objective_proxy,6,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_hi_amount,印地语金额、日期和姓名朗读,core,multilingual_reading,basic_tts,hi,voxcpm2;omnivoice,core_common,standard_core,voxcpm2;omnivoice,no,objective_proxy,6,mlx_higgs_audio;mlx_moss_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,multilingual_reading,多语种基础朗读,core_ar_names,阿拉伯语城市名与数字朗读,core,multilingual_reading,basic_tts,ar,voxcpm2;omnivoice,core_common,standard_core,voxcpm2;omnivoice,no,objective_proxy,6,mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
multilingual_dialect,多语种与方言,chinese_dialect_coverage,中文方言覆盖,core_yue_dialect,粤语科普播客方言能力,core,dialect_reading,dialect_tts,yue,voxcpm2;omnivoice;qwen3_base_dialect_clone,capability_standard,standard_core,voxcpm2;omnivoice;qwen3_base_dialect_clone,yes,proxy_plus_human_review,5,mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_voxcpm2,
multilingual_dialect,多语种与方言,chinese_dialect_coverage,中文方言覆盖,core_sichuan_dialect,四川话日常沟通方言能力,core,dialect_reading,dialect_tts,zh_sichuan,voxcpm2;omnivoice;qwen3_custom_voice;qwen3_base_dialect_clone,capability_standard,standard_core,voxcpm2;omnivoice;qwen3_custom_voice;qwen3_base_dialect_clone,yes,proxy_plus_human_review,4,mlx_ming_omni_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_voxcpm2,
speaker_clone_robustness,音色克隆与鲁棒性,same_language_voice_clone,同语种音色克隆,clone_en_same,英文参考音色克隆,core,zero_shot_clone,voice_clone,en,dots,capability_standard,standard_core,dots,no,objective_proxy,10,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,same_language_voice_clone,同语种音色克隆,clone_zh_same,中文参考音色克隆,core,zero_shot_clone,voice_clone,zh,dots,capability_standard,standard_core,dots,no,objective_proxy,10,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,same_language_voice_clone,同语种音色克隆,clone_3s_en,三秒英文短参考音色克隆,core,short_reference_clone,voice_clone,en,qwen3,capability_standard,standard_core,qwen3,no,objective_proxy,10,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,same_language_voice_clone,同语种音色克隆,clone_vi_same,越南语参考音色克隆,core,vietnamese_clone,voice_clone,vi,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs,capability_standard,standard_core,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs,no,objective_proxy,7,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_moss_tts;mlx_omnivoice;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,same_language_voice_clone,同语种音色克隆,scenema_clone_tarkin_en,英文表演式参考音色克隆,core,zero_shot_clone,voice_clone,en,scenema_official_voice_cloning,capability_standard,official_demo,scenema_official_voice_cloning,no,objective_proxy,10,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,cross_lingual_voice_clone,跨语种音色克隆,xling_en_to_zh,英文参考音色说中文克隆,core,cross_lingual_clone,voice_clone,zh,voxcpm2;dots;omnivoice,capability_standard,standard_core,voxcpm2;dots;omnivoice,no,objective_proxy,8,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_moss_tts;mlx_omnivoice;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,cross_lingual_voice_clone,跨语种音色克隆,xling_en_to_ja,英文参考音色说日语克隆,core,cross_lingual_clone,voice_clone,ja,dots;omnivoice;voxcpm2,capability_standard,standard_core,dots;omnivoice;voxcpm2,no,objective_proxy,7,mlx_dots_tts;mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,cross_lingual_voice_clone,跨语种音色克隆,xling_zh_to_en,中文参考音色说英文克隆,core,cross_lingual_clone,voice_clone,en,voxcpm2;omnivoice,capability_standard,standard_core,voxcpm2;omnivoice,no,objective_proxy,8,mlx_dots_tts;mlx_higgs_audio;mlx_indextts2;mlx_moss_tts;mlx_omnivoice;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
speaker_clone_robustness,音色克隆与鲁棒性,cross_lingual_voice_clone,跨语种音色克隆,scenema_polyglot_obama_es,英文参考音色说西语克隆,core,cross_lingual_clone,voice_clone,es,scenema_official_polyglot,capability_standard,official_demo,scenema_official_polyglot,no,objective_proxy,7,mlx_dots_tts;mlx_higgs_audio;mlx_moss_tts;mlx_omnivoice;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
expressive_control,情绪、风格与韵律控制,voice_design_and_role,声音设计与角色描述,control_voice_design_child,英文儿童故事女声音色设计,control,voice_design,text_voice_design,en,omnivoice;qwen3;voxcpm2,capability_standard,standard_capability,omnivoice;qwen3;voxcpm2,yes,proxy_plus_human_review,5,mlx_ming_omni_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2,
expressive_control,情绪、风格与韵律控制,voice_design_and_role,声音设计与角色描述,control_voice_design_asmr,中文近讲 ASMR 女声音色设计,control,voice_design,text_voice_design,zh,voxcpm2;qwen3;omnivoice,capability_standard,standard_capability,voxcpm2;qwen3;omnivoice,yes,proxy_plus_human_review,5,mlx_ming_omni_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2,
expressive_control,情绪、风格与韵律控制,voice_design_and_role,声音设计与角色描述,control_voice_design_sports,西语体育解说角色音色设计,control,voice_design,text_voice_design,es,voxcpm2;qwen3,capability_standard,standard_capability,voxcpm2;qwen3,yes,proxy_plus_human_review,3,mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_emotion_happy,中文开心情绪标签控制,control,emotion_control,emotion_label,zh,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,capability_standard,standard_capability,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,yes,proxy_plus_human_review,7,mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_emotion_sad,中文悲伤情绪标签控制,control,emotion_control,emotion_label,zh,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,capability_standard,standard_capability,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,yes,proxy_plus_human_review,7,mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_emotion_angry,中文愤怒情绪标签控制,control,emotion_control,emotion_label,zh,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,capability_standard,standard_capability,indextts2;voxcpm2;qwen3_voice_design;qwen3_custom_voice;higgs;scenema,yes,proxy_plus_human_review,7,mlx_higgs_audio;mlx_indextts2;mlx_ming_omni_tts;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_emotion_prompt_en,英文疑惑情绪参考迁移,control,emotion_prompt,emotion_transfer,en,dots;voxcpm2;higgs,capability_standard,standard_capability,dots;voxcpm2;higgs,yes,proxy_plus_human_review,3,mlx_dots_tts;mlx_higgs_audio;mlx_voxcpm2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_whisper_style,中文耳语参考风格迁移,control,style_transfer,style_prompt,zh,dots;voxcpm2;higgs,capability_standard,standard_capability,dots;voxcpm2;higgs,yes,proxy_plus_human_review,3,mlx_dots_tts;mlx_higgs_audio;mlx_voxcpm2,
expressive_control,情绪、风格与韵律控制,emotion_style_prosody,情绪、风格与韵律控制,control_style_transfer,中文播客节奏参考迁移,control,style_transfer,style_prompt,zh,voxcpm2;dots;higgs,capability_standard,standard_capability,voxcpm2;dots;higgs,yes,proxy_plus_human_review,3,mlx_dots_tts;mlx_higgs_audio;mlx_voxcpm2,
complex_paralinguistic,复杂文本与副语言能力,song_and_paralinguistic,唱歌风格与副语言控制,voxcpm2_song_zh_female,中文女声歌曲风格生成,control,song_style,song_style,zh,voxcpm2_official_demo_60,capability_standard,official_demo,voxcpm2_official_demo_60,yes,proxy_plus_human_review,4,mlx_higgs_audio;mlx_ming_omni_tts;mlx_scenema_audio;mlx_voxcpm2,
complex_paralinguistic,复杂文本与副语言能力,song_and_paralinguistic,唱歌风格与副语言控制,voxcpm2_song_en_pop,英文流行歌曲风格生成,control,song_style,song_style,en,voxcpm2_official_demo_66,capability_standard,official_demo,voxcpm2_official_demo_66,yes,proxy_plus_human_review,4,mlx_higgs_audio;mlx_ming_omni_tts;mlx_scenema_audio;mlx_voxcpm2,
longform_stability,长文本稳定性,long_form_stability,长文本与连续性,stress_long_zh,中文长文本连续稳定性,stress,long_text,long_form,zh,baseline,capability_standard,local_stress,baseline,no,objective_proxy,8,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_voxcpm2;mlx_zonos2,
longform_stability,长文本稳定性,long_form_stability,长文本与连续性,stress_long_en,英文长文本连续稳定性,stress,long_text,long_form,en,baseline,capability_standard,local_stress,baseline,no,objective_proxy,9,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
longform_stability,长文本稳定性,long_form_stability,长文本与连续性,scenema_longform_en,英文长文本角色连续性,stress,long_text,long_form,en,scenema_official_longform,capability_standard,official_demo,scenema_official_longform,no,objective_proxy,9,mlx_higgs_audio;mlx_ming_omni_tts;mlx_moss_tts;mlx_omnivoice;mlx_qwen3_tts;mlx_scenema_audio;mlx_supertonic;mlx_voxcpm2;mlx_zonos2,
